SPCERAMICS,37.7,38.1,37.7,37.7,38.4,-0.7,1,115,66.783,1,768,826

SPCL,76.6,77.3,76.4,76.6,77.9,-1.3,561,17.349,226,261

SQUARETEXT,67.7,68.8,67.2,67.7,67.7,0,250,9.134,134,709

SQURPHARMA,216.1,218.3,215.1,216.1,215.8,0.3,741,129.37,598,231

SSSTEEL,17.3,17.5,17.2,17.3,17.4,-0.1,545,11.152,644,223

STANCERAM,135.9,139.8,135.9,135.9,138.6,-2.7,72,0.747,5,488

STANDARINS,51.5,55.3,50.8,51.5,50.8,0.7,206,7.197,138,651

STANDBANKL,9.5,9.6,9.5,9.5,9.6,-0.1,153,6.333,664,739

STYLECRAFT,107.9,113.9,107.5,107.9,108,-0.1,170,1.608,14,756

SUMITPOWER,37.7,37.9,37.5,37.7,37.7,0,153,6.036,160,259

SUNLIFEINS,45.1,45.9,44.2,45.1,44.4,0.7,502,14.354,318,053

TAKAFULINS,0,0,0,53,53,--,0,0,0

TALLUSPIN,10,10.3,9.9,10,10.1,-0.1,77,1.409,140,449

TAMIJTEX,221.1,224.9,211.3,221.1,215.6,5.5,1,007,19.524,89,405

TITASGAS,38.1,38.5,38,38.1,38.4,-0.3,338,7.444,195,197

TOSRIFA,20.4,20.7,19.6,20.2,19.9,0.5,427,14.336,704,725

TRUSTB1MF,5.7,5.7,5.6,5.7,5.7,0,60,1.295,228,384

TRUSTBANK,38.4,39,38,38.2,38.2,0.2,129,7.743,202,577

TUNGHAI,5.5,5.6,5.3,5.5,5.4,0.1,20,0.241,44,231

UCB,14.3,14.6,14.2,14.3,14.4,-0.1,62,0.992,69,365

UNILEVERCL,2,820,2,834.9,2,801.5,2,826.7,2,826.9,-6.9,30,0.45,159

UNIONBANK,11,11,11,11,11.2,-0.2,251,7.573,688,470

UNIONCAP,7.1,7.2,7.1,7.1,7.2,-0.1,55,1.526,214,675

UNIONINS,37.2,38.3,35.8,37.2,36.1,1.1,1,126,16.281,435,636

UNIQUEHRL,62.3,63.1,62,62.3,63.2,-0.9,962,44.531,713,363

UNITEDFIN,17.4,17.4,16.6,17,16.9,0.5,316,8.659,516,431

UNITEDINS,44,46,42.5,44.3,43.2,0.8,90,1.494,33,159

UPGDCL,247.9,248.4,246,247.9,246.1,1.8,125,1.982,8,005

USMANIAGL,67.2,68.2,64.7,67.2,63.5,3.7,493,6.978,103,706

UTTARABANK,23.2,23.3,23.1,23.2,23.3,-0.1,167,4.385,188,987

UTTARAFIN,36.8,36.9,36.2,36.4,36.9,-0.1,57,1.457,39,978

VAMLBDMF1,7.5,7.5,7.4,7.4,7.4,0.1,25,1.004,135,652

VAMLRBBF,7.1,7.2,7,7.1,7.1,0,22,0.152,21,482

VFSTDL,24.6,25.5,24.6,24.6,25.1,-0.5,1,349,89.024,3,579,244

WALTONHIL,1,075,1,084,1,074.2,1,075.5,1,081.5,-6.5,194,4.71,4,359

WATACHEM,211.1,215,210.4,211.1,214,-2.9,124,1.874,8,871

WMSHIPYARD,12.8,13.6,12.6,12.8,12.6,0.2,2,136,71.328,5,435,317

YPL,20.3,20.6,20.2,20.3,20.6,-0.3,734,22.309,1,098,774

ZAHEENSPIN,10.9,11.1,10.8,10.9,11,-0.1,125,10.922,999,704

ZAHINTEX,8,8.1,7.9,8,8,0,44,0.774,97,309

ZEALBANGLA,173.8,178.8,169.1,173.8,171.5,2.3,162,3.007,17,344
